Stabilimento.: 149 - Disegno.: Tutti - Validi al.: 18-06-2018 - Configurazione.: Tutti
"Stabilimento";"Desc.Stabilimento";"Disegno";"Desc.Disegno";"Mdr";"Desc.Mdr";"Qta Mdr";"Ultimo utilizzo";"Inizio validita'";"Fine validita'";"Data caricamento";
"149";"SEVEL Val di Sangro Carrozzeria";"00141159800";"BLOCCHETTO TIPO M P.VITE AUTOFILETT.N.10";"6280";"CASSETTA RL-KLT";"30000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141227190";"PERNO A SD 5X9 TIPO C.FILETT.SPECIALE";"3147";"CASSETTA RL-KLT";"8000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141230190";"PERNO A SD 5X14 TIPO C.FILETT.SPECIALE";"3147";"CASSETTA RL-KLT";"6000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141232190";"PERNO A SD 5X18 TIPO C.FILETT.SPECIALE";"3147";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141235190";"PERNO A SD 5X25 TIPO C.FILETT.SPECIALE";"3147";"CASSETTA RL-KLT";"3000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141374210";"PERNO FILETTATO TESTA QUADRA SDPR M8";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141410100";"VITE SDPR M8X20";"3147";"CASSETTA RL-KLT";"800";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141414210";"VITE(NORMALE)       VITE SDPR M6X20";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141544190";"PERNO A SD M6X14    TIPO C.FILET.METRICA";"3147";"CASSETTA RL-KLT";"3000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141547190";"PERNO A SD M6X20    TIPO C.FILET.METRICA";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00141548190";"PERNO A SD M6X25    TIPO C.FILET.METRICA";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00142034800";"DADO E C.COLLARINO  P.VITI DIAM.5";"4280";"CASSETTA RL-KLT";"15000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00142150880";"BLOCCHETTO TIPO F P.VITE AUTOFILETT.N.10";"4280";"CASSETTA RL-KLT";"15000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00142154800";"BLOCCHETTO TIPO G P.VITE AUTOFILETT.N.6";"4280";"CASSETTA RL-KLT";"6000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00142154870";"BLOCCHETTO TIPO G P.VITE AUTOFILETT.N.6";"6147";"CASSETTA RL-KLT";"30000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00142613910";"RIBATTINO A T.T. A  FER.INCASTR.6,4X12,5";"3147";"CASSETTA RL-KLT";"1250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00142616910";"RIBATTINO A T.T. A  FER.INCASTR.6,4X8,5";"3147";"CASSETTA RL-KLT";"1250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00142617910";"RIBATTINO A T.T. A  FER. INCASTR.6,4X7";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00143058240";"VITE TCE M6X40";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00144965050";"ROSETTA 8X17";"3147";"CASSETTA RL-KLT";"4300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00144968210";"ROSETTA 14X28";"3147";"CASSETTA RL-KLT";"1100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00145601870";"FASCETTA FISS CAVI 178 TIPO D";"6280";"CASSETTA RL-KLT";"10000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00145602870";"FASCETTA FISS.COND. 277 TIPO D";"6280";"CASSETTA RL-KLT";"6500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00145715800";"MOLLETTA EL.RIT.C.O TUBAZ.1/7 TIPO A/2";"6280";"CASSETTA RL-KLT";"7000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00145898870";"BOTTONE FISSAGGIO   8X18,5 TIPO F";"6280";"CASSETTA RL-KLT";"9000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00145914870";"BOTTONE FISSAGGIO   8X11 TIPO F";"6280";"CASSETTA RL-KLT";"16000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00145922870";"BOTTONE FISSAGGIO   6,5X12 TIPO F";"6280";"CASSETTA RL-KLT";"9000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00146318870";"MOLLETTA RIT.CAVI O TUBAZ.45X28 TIPO Z";"6280";"CASSETTA RL-KLT";"900";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00146443900";"RIBATTINO T.T.CIECO TIPO A DIAM.4,8X8,3";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00146482910";"DADO M6 C.GABBIA T.A P.PANNELLO 0,7-0,8";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00146484910";"DADO M6 C.GABBIA T.A P.PANNELLO 1,2-1,3";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00146593900";"VITE M6X14 C.GABBIA P.PANNELLO 0,7-0,8";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00146595900";"VITE M6X18 C.GABBIA P.PANNELLO 0,7-0,8";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00146626900";"VITE M6X16 C.GABBIA P.PANNELLO 1,5-1,6";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00151804110";"RIVETTO ESAG./FIL/T.CILIN. CIECO M6X22,5";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00155038110";"DADO EM 12X1,25";"3147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00155039210";"VITE FISSAGGIO BISCOTTINO SOSP.POST.";"3147";"CASSETTA RL-KLT";"300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00155040110";"DADO M 16X1,5";"3147";"CASSETTA RL-KLT";"300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00155322010";"VITE A-TBIC C.ROS.P.LARG.IMP.N.8X19 T.AB";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00155348010";"VITE 10X25 A-TBC    C.FLAN.LARGA TIPO-AB";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00155349090";"VITE(NORMALE)A TBIC CON FLANGIA N10X19";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156092110";"RIVETTO EF M6X16 (K)";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156244110";"RIVETTO EF/TC M6X16";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156245110";"RIVETTO EF/TC M8X17";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156246110";"RIVETTO EF/TC       M10 X 23";"3147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156880750";"VITE A-TBIC N.8X13  TIPO AB";"3147";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156881750";"VITE A-TBIC N.8X16  TIPO AB";"3147";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156895010";"VITE A-TBIC C.FLANG.NORMALE  8X9,5 T.AB";"3147";"CASSETTA RL-KLT";"6000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156896010";"VITE A-TBIC C.FLANG.NORMALE N.8X13 T.AB";"3147";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156896070";"VITE A-TBIC C.FLANG.NORMALE  8X13  T.AB";"3147";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156903070";"VITE A-TBIC C.FLANG.NORMALE N.10X20T.AB";"3147";"CASSETTA RL-KLT";"3000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156904090";"VITE(NORMALE)A-TBIC PZ FLANGIATA N10X28";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156908070";"VITE A-TBIC C.FLANG.NORMALE N.10X16 T.AB";"3147";"CASSETTA RL-KLT";"3500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156908750";"VITE A-TBIC C.FLANG.NORMALE N.10X16 T.AB";"3147";"CASSETTA RL-KLT";"3500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156911070";"VITE A-TBIC C.FLANG.NORMALE N.10X45 T.AB";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156914070";"VITE TCP";"3147";"CASSETTA RL-KLT";"6000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00156952010";"VITE A/MT/TEFL 4X14";"3147";"CASSETTA RL-KLT";"3000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157832070";"VITE A/MT/TBFLIC    4X12";"3147";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157833010";"VITE A/MT/TBFLIC    4X16";"3147";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157833070";"VITE A/MT/TBFLIC    4X16";"3147";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157835770";"VITE A/MT/TBFLIC    4X25";"3147";"CASSETTA RL-KLT";"3000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157836070";"";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157836090";"VITE(NORMALE)- -";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157842070";"VITE A/MT/TBFLIC    5X25";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157845070";"VITE(NORMALE)A/MT/  TB/FL/IC PZ 5X40";"3147";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00157859070";"VITE A/MT/TEFLIC    6X20";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00159167070";"VITE A-TSPIC N.8X9,5 TIPO AB";"3147";"CASSETTA RL-KLT";"10000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00160432240";"VITE M8X16";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00160461210";"VITE TE M8X100";"3147";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00160835010";"VITE A/MT/TBFNIC    4X12 TIPO AB";"3147";"CASSETTA RL-KLT";"8000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00160835070";"VITE A/MT/TBFNIC    4X12 TIPO AB";"3147";"CASSETTA RL-KLT";"16000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00160841070";"VITE A/MT/TBFNIC    4X40 TIPO AB";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00160865010";"VITE A/MT/TBFNIC    6X25 TIPO AB";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00161041110";"DADO ESAG.AUTOFR.C/ANELLO POLIAM.";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00161041150";"DADO E AUTOFR.ANEL. POLIAM.NORM.M8";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00162849140";"VITE(NORMALE) TE    FLANGIATA M5X10";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00162852110";"VITE TE FLANGIATA   M5X20";"3147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00162870210";"VITE(NORMALE) FLANG.M8X16";"3147";"CASSETTA RL-KLT";"750";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00162872340";"VITE(NORMALE) TE FLANGIATA M8X25";"3147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00162888240";"VITE TE FLANGIATA   M10X1,25X45";"3147";"CASSETTA RL-KLT";"250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00162976210";"VITE(NORMALE) TE FLA.M6X10";"3147";"CASSETTA RL-KLT";"1400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00162979210";"VITE(NORMALE) TE    FLANGIATA M8X18";"3147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00187503210";"VITE(NORMALE) TE    CON FLANGIA M6X18";"3147";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00187524340";"VITE(NORMALE) CON FLANGIA M8X25";"3147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00187819340";"VITE(NORMALE)       TE FLANG. AUT.M8X22";"3147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00187820240";"VITE TE FLANG.LARGA MONTAG.AUTOMAT.M8X25";"3147";"CASSETTA RL-KLT";"500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00261577590";"DADO E M7";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464089530";"BOTTONE DI FISSAGGIO A SCATTO IN PLASTIC";"6280";"CASSETTA RL-KLT";"7000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464164160";"VITE CON ROSETTA";"3147";"CASSETTA RL-KLT";"700";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464172860";"RIVETTO";"3147";"CASSETTA RL-KLT";"1000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464434260";"VITE CON ROSETTA    IMPERDIBILE";"3147";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464532610";"BOCCH.NE INTROD.OLIO";"3147";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464662840";"FERMAGLIO DI SICUR.";"4147";"CASSETTA RL-KLT";"12015";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464718300";"TAPPO DIAM.18";"6147";"CASSETTA RL-KLT";"3000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00464748850";"RIVETTO SPECIALE";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00465173610";"MOLLETTA RITEGNO";"4280";"CASSETTA RL-KLT";"1250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00465372640";"MOLLETTA RITEGNO    RIV.MONT.CENTR.";"4280";"CASSETTA RL-KLT";"1300";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00465446620";"VITE(NORMALE) CON   ROSETTA IMPERDIBILE";"3147";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00465583370";"BOCCOLA FISSAGGIO";"6280";"CASSETTA RL-KLT";"12000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00465585830";"VITE(SPECIALE)";"3147";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00467690320";"MOLLETTA RITEGNO    TUBI FRENO";"6280";"CASSETTA RL-KLT";"800";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00467917200";"BOCCOLA FILETTATA   SDPR M14 DIAM.33X16";"3147";"CASSETTA RL-KLT";"200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00467940120";"MOLLETTA RITEGNO";"6280";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00468091620";"MOLLETTA RITEGNO    CAVI";"6147";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00468162400";"COLLARE V-CLAMP";"4280";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00468455820";"TAPPO PER ASOLA     20X40";"6280";"CASSETTA RL-KLT";"900";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00505048840";"DADO (SPECIALE) M6";"4280";"CASSETTA RL-KLT";"4000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00505178160";"MOLLETTA RITEGNO";"6280";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517036790";"MOLLETTA AGGANCIO";"6280";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517147670";"BLOCCH. DI FISSAGGIO";"6280";"CASSETTA RL-KLT";"14000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517151270";"BOCCOLA FILETTATA   M6";"3147";"CASSETTA RL-KLT";"750";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517157670";"MOLLETTA RITEGNO    TUBI FRENO";"6280";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517163770";"VITE(SPECIALE)";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517278920";"";"3147";"CASSETTA RL-KLT";"250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517376640";"BLOCCH.P.VITE AUTOF.T.B P. VITE AUT.N.10";"4280";"CASSETTA RL-KLT";"5400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517534900";"VITE(NORMALE)";"3147";"CASSETTA RL-KLT";"1500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517566260";"RIVETTO";"4147";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517694450";"PERNO A SD M6";"3147";"CASSETTA RL-KLT";"3000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517696150";"PERNO DI MASSA      M6X19,8 DADO FLANG.";"3147";"CASSETTA RL-KLT";"600";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517709240";"VITE(NORMALE)TE CON FL.L.ST.6,3X19T.AB";"3147";"CASSETTA RL-KLT";"1200";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517730420";"COLLARE ELASTICO    A VITE ADOPPIA TESTA";"6280";"CASSETTA RL-KLT";"250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00517940760";"VITE(SPECIALE) TE   FLANG.M10X1,25X60";"3147";"CASSETTA RL-KLT";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00518548250";"TASSELLO ELASTICO   (SILICONE)";"4910";"CASSETTA ODETTE";"150";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"00518797880";"SIGLA VERSIONE      "NATURAL POWER"";"4910";"CASSETTA ODETTE";"520";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
